text_id,text,target,expected_answer,llama_answer,correct
wsc-129,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the tide knocked  [target]  down.",[target],A,A,True
wsc-130,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked  [target]  down.",[target],A,B,False
wsc-131,"Jane knocked on Susan's door, but there was no answer.  [target]  was disappointed.",[target],A,B,False
wsc-132,"Jane knocked on Susan's door, but there was no answer.  [target]  was out.",[target],A,A,True
wsc-133,"Jane knocked on the door, and Susan answered it.  [target]  invited her to come out.",[target],A,A,True
wsc-134,"Jane knocked on the door, and Susan answered it.  [target]  invited her to come in.",[target],A,B,False
wsc-135,"Sam took French classes from Adam, because  [target]  was eager to speak it fluently.",[target],A,B,False
wsc-136,"Sam took French classes from Adam, because  [target]  was known to speak it fluently.",[target],A,A,True
wsc-137,"The path to the lake was blocked, so we couldn't use  [target] .",[target],A,A,True
wsc-138,"The path to the lake was blocked, so we couldn't reach  [target] .",[target],A,B,False
wsc-139,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started,  [target]  was out.",[target],A,A,True
wsc-140,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started,  [target]  was gone.",[target],A,B,False
wsc-141,"We went to the lake, because a shark had been seen at the ocean beach, so  [target]  was a safer place to swim.",[target],A,A,True
wsc-142,"We went to the lake, because a shark had been seen at the ocean beach, so  [target]  was a dangerous place to swim.",[target],A,B,False
wsc-143,"Sam tried to paint a picture of shepherds with sheep, but  [target]  ended up looking more like golfers.",[target],A,A,True
wsc-144,"Sam tried to paint a picture of shepherds with sheep, but  [target]  ended up looking more like dogs.",[target],A,B,False
wsc-145,"Mary tucked her daughter Anne into bed, so that  [target]  could work.",[target],A,B,False
wsc-146,"Mary tucked her daughter Anne into bed, so that  [target]  could sleep.",[target],A,A,True
wsc-147,"Fred and Alice had very warm down coats, but  [target]  were not prepared for the cold in Alaska.",[target],A,A,True
wsc-148,"Fred and Alice had very warm down coats, but  [target]  were not enough for the cold in Alaska.",[target],A,A,True
wsc-149,Thomson visited Cooper's grave in 1765. At that date  [target]  had been travelling for five years.,[target],A,B,False
wsc-150,Thomson visited Cooper's grave in 1765. At that date  [target]  had been dead for five years.,[target],A,A,True
wsc-151,"Jackson was greatly influenced by Arnold, though  [target]  lived two centuries later.",[target],A,B,False
wsc-152,"Jackson was greatly influenced by Arnold, though  [target]  lived two centuries earlier.",[target],A,A,True
wsc-153,I can't cut that tree down with that axe;  [target]  is too thick.,[target],A,A,True
wsc-154,I can't cut that tree down with that axe;  [target]  is too small.,[target],A,B,False
wsc-155,The foxes are getting in at night and attacking the chickens. I shall have to kill  [target] .,[target],A,A,True
wsc-156,The foxes are getting in at night and attacking the chickens. I shall have to guard  [target] .,[target],A,A,True
wsc-157,The foxes are getting in at night and attacking the chickens.  [target]  have gotten very bold.,[target],A,A,True
wsc-158,The foxes are getting in at night and attacking the chickens.  [target]  have gotten very nervous.,[target],A,A,True
wsc-159,"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened  [target]  when the wind stopped.",[target],A,B,False
wsc-160,"Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered  [target]  when the wind stopped.",[target],A,B,False
wsc-161,"The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured  [target]  was too hard to pronounce.",[target],A,B,False
wsc-162,"The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured  [target]  was easier to pronounce.",[target],A,A,True
wsc-163,Fred watched TV while George went out to buy groceries. After an hour  [target]  got up.,[target],A,B,False
wsc-164,Fred watched TV while George went out to buy groceries. After an hour  [target]  got back.,[target],A,A,True
wsc-165,"Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned  [target]  on.",[target],A,A,True
wsc-166,"Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned  [target]  off.",[target],A,B,False
wsc-167,Fred is the only man still alive who remembers my great-grandfather.  [target]  is a remarkable man.,[target],A,A,True
wsc-168,Fred is the only man still alive who remembers my great-grandfather.  [target]  was a remarkable man.,[target],A,A,True
wsc-169,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,  [target]  was twelve years old.",[target],A,B,False
wsc-170,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,  [target]  was twelve months old.",[target],A,A,True
wsc-171,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger,  [target]  were defeated within weeks.",[target],A,B,False
wsc-172,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger,  [target]  were victorious within weeks.",[target],A,A,True
wsc-173,Look! There is a minnow swimming right below that duck!  [target]  had better get away to safety fast!,[target],A,A,True
wsc-174,Look! There is a shark swimming right below that duck!  [target]  had better get away to safety fast!,[target],A,B,False
wsc-175,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago.  [target]  hunted for evidence on the river banks.",[target],A,A,True
wsc-176,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago.  [target]  hunted for deer on the river banks.",[target],A,A,True
wsc-177,The scientists are studying three species of fish that have recently been found living in the Indian Ocean.  [target]  began two years ago.,[target],A,B,False
wsc-178,The scientists are studying three species of fish that have recently been found living in the Indian Ocean.  [target]  appeared two years ago.,[target],A,A,True
wsc-179,"The journalists interviewed the stars of the new movie.  [target]  were very persistent, so the interview lasted for a long time.",[target],A,A,True
wsc-180,"The journalists interviewed the stars of the new movie.  [target]  were very cooperative, so the interview lasted for a long time.",[target],A,A,True
wsc-181,The police arrested all of the gang members.  [target]  were trying to stop the drug trade in the neighborhood.,[target],A,B,False
wsc-182,The police arrested all of the gang members.  [target]  were trying to run the drug trade in the neighborhood.,[target],A,A,True
wsc-183,I put the cake away in the refrigerator.  [target]  has a lot of butter in it.,[target],A,A,True
wsc-184,I put the cake away in the refrigerator.  [target]  has a lot of leftovers in it.,[target],A,B,False
wsc-185,Sam broke both his ankles and he's walking with crutches. But a month or so from now  [target]  should be better.,[target],A,A,True
wsc-186,Sam broke both his ankles and he's walking with crutches. But a month or so from now  [target]  should be unnecessary.,[target],A,B,False
wsc-187,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents.  [target]  were very much in the minority.",[target],A,B,False
wsc-188,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents.  [target]  were very much in the majority.",[target],A,B,False
wsc-189,"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make more of  [target] .",[target],A,B,False
wsc-190,"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of  [target] .",[target],A,A,True
wsc-191,"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of  [target] .",[target],A,A,True
wsc-192,"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of  [target] .",[target],A,B,False
wsc-193,"I stuck a pin through a carrot. When I pulled the pin out,  [target]  left a hole.",[target],A,A,True
wsc-194,"I stuck a pin through a carrot. When I pulled the pin out,  [target]  had a hole.",[target],A,A,True
wsc-195,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because  [target]  got full of coffee.",[target],A,A,True
wsc-196,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because  [target]  got full of ink.",[target],A,B,False
wsc-197,Steve follows Fred's example in everything.  [target]  admires him hugely.,[target],A,B,False
wsc-198,Steve follows Fred's example in everything.  [target]  influences him hugely.,[target],A,B,False
wsc-199,The table won't fit through the doorway because  [target]  is too wide.,[target],A,A,True
wsc-200,The table won't fit through the doorway because  [target]  is too narrow.,[target],A,B,False
wsc-201,Grace was happy to trade me her sweater for my jacket. She thinks  [target]  looks dowdy on her.,[target],A,B,False
wsc-202,Grace was happy to trade me her sweater for my jacket. She thinks  [target]  looks great on her.,[target],A,B,False
wsc-203,John hired Bill to take care of  [target] .,[target],A,B,False
wsc-204,John hired himself out to Bill to take care of  [target] .,[target],A,B,False
wsc-205,"John promised Bill to leave, so an hour later  [target]  left.",[target],A,B,False
wsc-206,"John ordered Bill to leave, so an hour later  [target]  left.",[target],A,A,True
wsc-207,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties  [target]  faced in his research.,[target],A,B,False
wsc-208,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties  [target]  faced in his childhood.,[target],A,A,True
wsc-209,"Emma's mother had died long ago, and  [target]  education had been managed by an excellent woman as governess.",[target],A,A,True
wsc-210,"Emma's mother had died long ago, and  [target]  place had been taken by an excellent woman as governess.",[target],A,A,True
wsc-211,Jane knocked on Susan's door but  [target]  did not get an answer.,[target],A,B,False
wsc-212,Jane knocked on Susan's door but  [target]  did not answer.,[target],A,A,True
wsc-213,Joe paid the detective after  [target]  received the final report on the case.,[target],A,A,True
wsc-214,Joe paid the detective after  [target]  delivered the final report on the case.,[target],A,B,False
wsc-215,"Beth didn't get angry with Sally, who had cut her off, because  [target]  stopped and counted to ten.",[target],A,B,False
wsc-216,"Beth didn't get angry with Sally, who had cut her off, because  [target]  stopped and apologized.",[target],A,B,False
wsc-217,Jim signaled the barman and gestured toward  [target]  empty glass,[target],A,A,True
wsc-218,Jim signaled the barman and gestured toward  [target]  bathroom key.,[target],A,B,False
wsc-219,"Dan took the rear seat while Bill claimed the front because  [target]  ""Dibs!"" was slow.",[target],A,B,False
wsc-220,"Dan took the rear seat while Bill claimed the front because  [target]  ""Dibs!"" was quicker.",[target],A,A,True
wsc-221,"Tom said ""Check"" to Ralph as he moved  [target]  bishop.",[target],A,B,False
wsc-222,"Tom said ""Check"" to Ralph as he took  [target]  bishop.",[target],A,A,True
wsc-223,"As Andrea in the crop duster passed over Susan,  [target]  could see the landing strip.",[target],A,B,False
wsc-224,"As Andrea in the crop duster passed over Susan,  [target]  could see the landing gear.",[target],A,A,True
wsc-225,Tom gave Ralph a lift to school so  [target]  wouldn't have to drive alone.,[target],A,B,False
wsc-226,Tom gave Ralph a lift to school so  [target]  wouldn't have to walk.,[target],A,A,True
wsc-227,Bill passed the half-empty plate to John because  [target]  was full.,[target],A,B,False
wsc-228,Bill passed the half-empty plate to John because  [target]  was hungry.,[target],A,A,True
wsc-229,Bill passed the gameboy to John because  [target]  turn was over.,[target],A,B,False
wsc-230,Bill passed the gameboy to John because  [target]  turn was next.,[target],A,B,False
wsc-231,The man lifted the boy onto  [target]  shoulders.,[target],A,A,True
wsc-232,The man lifted the boy onto  [target]  bunk bed.,[target],A,A,True
wsc-233,"Stretching  [target]  back, the woman smiled at the girl.",[target],A,B,False
wsc-234,"Patting  [target]  back, the woman smiled at the girl.",[target],A,A,True
wsc-235,Billy cried because Toby wouldn't accept  [target]  toy.,[target],A,B,False
wsc-236,Billy cried because Toby wouldn't share  [target]  toy.,[target],A,A,True
wsc-237,"Lily spoke to Donna, breaking  [target]  silence.",[target],A,A,True
wsc-238,"Lily spoke to Donna, breaking  [target]  concentration.",[target],A,B,False
wsc-239,"When Tommy dropped his ice cream, Timmy giggled, so father gave  [target]  a sympathetic look.",[target],A,A,True
wsc-240,"When Tommy dropped his ice cream, Timmy giggled, so father gave  [target]  a stern look.",[target],A,B,False
wsc-241,"As Ollie carried Tommy up the long winding steps,  [target]  legs ached.",[target],A,A,True
wsc-242,"As Ollie carried Tommy up the long winding steps,  [target]  legs dangled.",[target],A,B,False
wsc-243,The father carried the sleeping boy in  [target]  arms,[target],A,A,True
wsc-244,The father carried the sleeping boy in  [target]  bassinet.,[target],A,B,False
wsc-245,The woman held the girl against  [target] chest,[target],A,A,True
wsc-246,The woman held the girl against  [target]  will.,[target],A,B,False
wsc-247,"Pam's parents came home and found her having sex with her boyfriend, Paul.  [target]  were furious about it.",[target],A,A,True
wsc-248,"Pam's parents came home and found her having sex with her boyfriend, Paul.  [target]  were embarrassed about it.",[target],A,A,True
wsc-249,Dr. Adams informed Kate that  [target]  had retired and presented several options for future treatment.,[target],A,A,True
wsc-250,Dr. Adams informed Kate that  [target]  had cancer and presented several options for future treatment.,[target],A,B,False
wsc-251,Dan had to stop Bill from toying with the injured bird.  [target]  is very compassionate.,[target],A,A,True
wsc-252,Dan had to stop Bill from toying with the injured bird.  [target]  is very cruel.,[target],A,A,True
wsc-253,"George got free tickets to the play, but he gave them to Eric, even though  [target]  was particularly eager to see it.",[target],A,B,False
wsc-254,"George got free tickets to the play, but he gave them to Eric, because  [target]  was particularly eager to see it.",[target],A,A,True
wsc-255,"George got free tickets to the play, but he gave them to Eric, because  [target]  was not particularly eager to see it.",[target],A,B,False
wsc-256,Jane gave Joan candy because  [target]  wasn't hungry.,[target],A,B,False
wsc-257,Jane gave Joan candy because  [target]  was hungry.,[target],A,A,True
wsc-258,"I tried to paint a picture of an orchard, with lemons in the lemon trees, but  [target]  came out looking more like light bulbs.",[target],A,A,True
wsc-259,"I tried to paint a picture of an orchard, with lemons in the lemon trees, but  [target]  came out looking more like telephone poles.",[target],A,A,True
wsc-260,James asked Robert for a favor but  [target]  was refused.,[target],A,B,False
wsc-261,James asked Robert for a favor but  [target]  refused.,[target],A,A,True
wsc-262,Kirilov ceded the presidency to Shatov because  [target]  was less popular.,[target],A,B,False
wsc-263,Kirilov ceded the presidency to Shatov because  [target]  was more popular.,[target],A,B,False
wsc-264,Emma did not pass the ball to Janie although  [target]  saw that she was open.,[target],A,B,False
wsc-265,Emma did not pass the ball to Janie although  [target]  was open.,[target],A,A,True
wsc-266,I put the butterfly wing on the table and  [target]  broke.,[target],A,A,True
wsc-267,I put the heavy book on the table and  [target]  broke.,[target],A,B,False
wsc-268,Madonna fired her trainer because  [target]  couldn't stand her boyfriend.,[target],A,B,False
wsc-269,Madonna fired her trainer because  [target]  slept with her boyfriend.,[target],A,A,True
wsc-270,Madonna fired her trainer because she slept with  [target]  boyfriend.,[target],A,B,False
wsc-271,Madonna fired her trainer because she couldn't stand  [target]  boyfriend.,[target],A,A,True
wsc-272,Carol believed that Rebecca suspected that  [target]  had stolen the watch.,[target],A,B,False
wsc-273,Carol believed that Rebecca regretted that  [target]  had stolen the watch.,[target],A,A,True
