ID,text,parallelism,one/ones,antecedent type,one-start character offset,one-end character offset,A,antecedent A-start character offset,antecedent A-end character offset,B,antecedent B-start character offset,antecedent B-end character offset,A-antecedent,B-antecedent,A-antecedent.1,B-antecedent.1,one-licensor category,URL,target,expected_answer_2afc,gpt_answer_2afc,correct_gpt_2afc,Gemma_LoRA_answer_2afc,correct_gemma_2afc,llama_answer_2afc,correct_llama_2afc,expected_answer_openended,gpt_answer_openended,correct_gpt_openended,recheck_gpt_openended,Gemma_LoRA_answer_openended,correct_gemma_openended,recheck_gemma_openended,llama_answer_openended,correct_llama_openended,recheck_llama_openended,is_parallel,TA,CF,TA_plural,CF_plural,clean_text,len_text,n_ones,one_start,one_end,n_TA,TA_start,TA_end,n_CF,CF_start,CF_end,dist_TA_ao,dist_CF_ao,is_TA_closer
11.0,"For example, the terminology for publications applies to data instances beyond the particular ones stored at the node.",non-parallel,ones,linguistic,,,data instances,,,publications,,,1.0,0.0,local,non-local,adj,http://www2003.org/cdrom/papers/refereed/p540/p540-halevy.html,ones,A,A,1.0,A,1.0,A,1.0,DATA INSTANCES,PUBLICATIONS,0.0,False,publications,0.0,False,particular,0.0,False,non-parallel,data instances,publications,plural,plural,"For example, the terminology for publications applies to data instances beyond the particular ones stored at the node.",118,1,94,97,1,56,70,1,32,44,38,62,1
12.0,"And as if out of a desire to prove their two-faced backpedaling, they stopped calling the articles ""Qur'an Contradictions"" (which often ended with the Koran's challenge to find a contradiction in it, obviously meant for ironic purposes and as an indication that they were seriously trying to show real errors) and started calling the new ones ""Qur'an Difficulties"".",non-parallel,ones,linguistic,,,errors,,,articles,,,0.0,1.0,local,non-local,adj,http://www2003.org/cdrom/papers/poster/p324/p324-patarin.html,ones,B,B,1.0,B,1.0,A,0.0,ARTICLES,ARTICLES,1.0,True,new ones,0.0,False,Qur'an Difficulties,0.0,False,non-parallel,articles,errors,plural,plural,"And as if out of a desire to prove their two-faced backpedaling, they stopped calling the articles ""Qur'an Contradictions"" (which often ended with the Koran's challenge to find a contradiction in it, obviously meant for ironic purposes and as an indication that they were seriously trying to show real errors) and started calling the new ones ""Qur'an Difficulties"".",365,1,338,341,1,89,97,1,301,307,249,37,0
13.0,"All machines provide predictions for each user request in a session, the evolutionary algorithm is charged to evolve and select good ones while destroying the others.",non-parallel,ones,linguistic,,,predictions,,,machines,,,1.0,0.0,local,non-local,adj,http://www2003.org/cdrom/papers/poster/p188/p188-bonino.html,ones,A,A,1.0,A,1.0,A,1.0,PREDICTIONS,PREDICTIONS,1.0,True,predictions,1.0,True,predictions,1.0,True,non-parallel,predictions,machines,plural,plural,"All machines provide predictions for each user request in a session, the evolutionary algorithm is charged to evolve and select good ones while destroying the others.",166,1,133,136,1,20,31,1,3,11,113,130,1
14.0,"While the term ""service-oriented architecture"" is, to our knowledge, a somewhat recent one, related technologies have been the topic of extensive research since at least the early 1970's.",Subset,one,linguistic,,,term,,,architecture,,,1.0,0.0,non-local,local,adj,http://www10.org/cdrom/papers/506/index.html,one,A,A,1.0,A,1.0,A,1.0,TERM,"TERM ""SERVICE-ORIENTED ARCHITECTURE""",0.0,True,term,1.0,True,term,1.0,True,parallel,term,architecture,singular,singular,"While the term ""service-oriented architecture"" is, to our knowledge, a somewhat recent one, related technologies have been the topic of extensive research since at least the early 1970's.",187,1,87,89,1,9,13,1,32,44,78,55,0
15.0,"Our experimental results show that, figures computed by our metrics are, in about an order of magnitude, smaller than the respective ones of GKM, an indication that our techniques are more elaborate.",non-parallel,ones,linguistic,,,metrics,,,figures,,,0.0,1.0,local,non-local,adj,http://www2003.org/cdrom/papers/poster/p289/p289-christopoulou.html,ones,B,B,1.0,B,1.0,A,0.0,FIGURES,FIGURES,1.0,True,figures,1.0,True,figures,1.0,True,non-parallel,figures,metrics,plural,plural,"Our experimental results show that, figures computed by our metrics are, in about an order of magnitude, smaller than the respective ones of GKM, an indication that our techniques are more elaborate.",199,1,133,136,1,35,42,1,59,66,98,74,0
16.0,"For years, a burgeoning civil society and a disaffected radical fringe had been dreaming of change – the one of the rule of law, the other of socialist revolution.",non-parallel,one,linguistic,,,civil society,,,radical fringe,,,1.0,0.0,non-local,local,det,http://hnn.us/article/172774,one,A,A,1.0,A,1.0,A,1.0,CIVIL SOCIETY,RULE OF LAW,0.0,False,rule of law,0.0,False,"rule of law, socialist revolution",0.0,False,non-parallel,civil society,radical fringe,singular,singular,"For years, a burgeoning civil society and a disaffected radical fringe had been dreaming of change – the one of the rule of law, the other of socialist revolution.",163,1,105,107,1,23,36,1,55,69,82,50,0
17.0,"In principle the variable names could conflict, so it was constantly necessary to consider this case and deal with it by renaming a bound variable to a fresh one.",Modifier Coordination,one,linguistic,,,case,,,variable,,,0.0,1.0,non-local,local,adj,http://r6.ca/Goedel/goedel1.html,one,B,B,1.0,B,1.0,A,0.0,VARIABLE,VARIABLE,1.0,True,variable,1.0,True,a bound variable,0.0,False,parallel,variable,case,singular,singular,"In principle the variable names could conflict, so it was constantly necessary to consider this case and deal with it by renaming a bound variable to a fresh one.",162,1,158,160,2,137,145,1,95,99,21,63,1
18.0,"They have changed the roofs that were in good shape and of high quality, and they used the money for smashing down old tiles and replacing them with industrial ones.",non-parallel,ones,linguistic,,,tiles,,,roofs,,,1.0,0.0,local,non-local,adj,https://www.dw.com/en/eu-funds-spent-on-brutal-revamp-of-romanias-saxon-churches/a-18668690,ones,A,A,1.0,A,1.0,A,1.0,TILES,INDUSTRIAL TILES,0.0,True,tiles,1.0,True,Industrial tiles,0.0,True,non-parallel,tiles,roofs,plural,plural,"They have changed the roofs that were in good shape and of high quality, and they used the money for smashing down old tiles and replacing them with industrial ones.",165,1,160,163,1,118,123,1,21,26,42,139,1
19.0,Among other things on professor Eric Bittner's wish list is to prepare a two-dimensional optical analog of a black hole on a laser table and study some of its properties without actually having to go to outer space to find a real one.,non-parallel,one,linguistic,,,black hole,,,laser table,,,1.0,0.0,non-local,local,adj,https://www.uh.edu/fulbright/faculty-staff/fulbright-scholars/,one,A,A,1.0,A,1.0,A,1.0,BLACK HOLE,BLACK HOLE,1.0,True,black hole,1.0,True,Black hole,1.0,True,non-parallel,black hole,laser table,singular,singular,Among other things on professor Eric Bittner's wish list is to prepare a two-dimensional optical analog of a black hole on a laser table and study some of its properties without actually having to go to outer space to find a real one.,234,1,230,232,1,108,118,1,124,135,122,106,0
20.0,"This implementation was intended to be fairly complete however it was understood that vendors who intended to commercialize it would dispose of portions of it, often fairly substantial ones.",non-parallel,ones,linguistic,,,portions,,,vendors,,,1.0,0.0,local,non-local,adj,https://www.x.org/wiki/X11R6/,ones,A,A,1.0,A,1.0,A,1.0,PORTIONS,PORTIONS,1.0,True,portions,1.0,True,Vendors,0.0,False,non-parallel,portions,vendors,plural,plural,"This implementation was intended to be fairly complete however it was understood that vendors who intended to commercialize it would dispose of portions of it, often fairly substantial ones.",190,1,185,188,1,143,151,1,85,92,42,100,1
21.0,"This directory contains a lib, server, test and include directory for two extensions: a useless trapezoid filling extensioin called ""zoid"" and a rather interesting one for implementing bezier curve fitting called ""bezier"".",non-parallel,one,linguistic,,,directory,,,extension,,,0.0,1.0,non-local,local,adj,https://www.x.org/wiki/X11R1/,one,B,B,1.0,B,1.0,A,0.0,EXTENSION,EXTENSION,1.0,True,bezier,0.0,False,bezier,0.0,False,non-parallel,extension,directory,singular,singular,"This directory contains a lib, server, test and include directory for two extensions: a useless trapezoid filling extensioin called ""zoid"" and a rather interesting one for implementing bezier curve fitting called ""bezier"".",222,1,164,166,1,73,82,2,55,64,91,109,1
22.0,The answer also demonstrates evidence of staying in the job even though this was a regular occurrence and not a pleasant one.,Subset,one,linguistic,,,occurrence,,,job,,,1.0,0.0,local,non-local,adj,https://www.ul.ie/cecd/students/coopinterviews,one,A,A,1.0,A,1.0,A,1.0,OCCURRENCE,OCCURRENCE,1.0,True,occurrence,1.0,True,The job,0.0,False,parallel,occurrence,job,singular,singular,The answer also demonstrates evidence of staying in the job even though this was a regular occurrence and not a pleasant one.,125,1,121,123,1,90,100,1,55,58,31,66,1
23.0,"Before Hansard, the records of debates in the Commons and Lords were personal ones taken by members or visitors to Parliament.",Subset,ones,linguistic,,,records,,,debates,,,1.0,0.0,non-local,local,adj,https://www.bl.uk/eblj/2005articles/article4.html,ones,A,A,1.0,A,1.0,A,1.0,RECORDS,RECORDS,1.0,True,records,1.0,True,records of debates in the Commons and Lords,0.0,True,parallel,records,debates,plural,plural,"Before Hansard, the records of debates in the Commons and Lords were personal ones taken by members or visitors to Parliament.",126,1,78,81,1,19,26,1,30,37,59,48,0
24.0,"A vision of DNA encoded library and archival information is a fascinating one but although there are clear advantages to the use of DNA not least in its compact form, the real question to ask is how did it come to be?",Subset,one,linguistic,,, vision,,,library,,,1.0,0.0,non-local,local,adj,http://www.bl.uk/ipres2008/presentations_day1/09_John.pdf,one,A,A,1.0,A,1.0,A,1.0,VISION,VISION OF DNA ENCODED LIBRARY AND ARCHIVAL INFORMATION,0.0,False,vision,1.0,True,DNA encoded library and archival information,0.0,False,parallel,vision,library,singular,singular,"A vision of DNA encoded library and archival information is a fascinating one but although there are clear advantages to the use of DNA not least in its compact form, the real question to ask is how did it come to be?",217,1,74,76,1,1,7,1,23,30,73,51,0
25.0,The city used to be solely focused on shipbuilding in the 1940's and now has completely changed around to a more sustainable one.,Modifier Coordination,one,linguistic,,,city,,,shipbuilding,,,1.0,0.0,non-local,local,adj,https://www.ul.ie/gps/course/sustainable-resource-management-policy-practice-msc,one,A,A,1.0,A,1.0,A,1.0,CITY,CITY,1.0,True,city,1.0,True,Sustainable one,0.0,False,parallel,city,shipbuilding,singular,singular,The city used to be solely focused on shipbuilding in the 1940's and now has completely changed around to a more sustainable one.,129,1,125,127,1,3,7,1,37,49,122,88,0
26.0,"It is usually recommended to stream the video to another third-party service in order to have a fallback watch-only streaming, like Youtube, media.ccc.de (open-source platform, preferred) or similar, to unload the main one when it is overloaded.",non-parallel,one,linguistic,,,platform,,,service ,,,0.0,1.0,local,non-local,adj,https://www.x.org/wiki/Events/RFP/,one,B,B,1.0,B,1.0,A,0.0,SERVICE,MAIN SERVICE,0.0,True,main one,0.0,False,Main service,0.0,True,non-parallel,service,platform,singular,singular,"It is usually recommended to stream the video to another third-party service in order to have a fallback watch-only streaming, like Youtube, media.ccc.de (open-source platform, preferred) or similar, to unload the main one when it is overloaded.",245,1,219,221,1,68,75,1,166,174,151,53,0
27.0,"The Muslims, especially among the young people, who are potentially ready to give their lives for the sake of Islamist ideals, will find out that their struggle is not a part of a religious duty but purely an ideological and political one emanating from a dangerous utopia.",non-parallel,one,linguistic,,,struggle,,,duty,,,1.0,0.0,non-local,local,adj,http://hnn.us/articles/1833.html,one,A,A,1.0,A,1.0,A,1.0,STRUGGLE,STRUGGLE,1.0,True,struggle,1.0,True,Utopia,0.0,False,non-parallel,struggle,duty,singular,singular,"The Muslims, especially among the young people, who are potentially ready to give their lives for the sake of Islamist ideals, will find out that their struggle is not a part of a religious duty but purely an ideological and political one emanating from a dangerous utopia.",273,1,235,237,1,151,159,1,189,193,84,46,0
28.0,"It was not the usual type of studio he is accustomed to, but certainly the most fascinating one Eugenio ever worked in, with the portraits of William of Malmesbury and other important monks on the windows watching him work!",Subset,one,linguistic,,,type,,,studio,,,0.0,1.0,non-local,local,adj,https://www.bl.uk/news/2019/october/digitising-the-600-year-old-malmesbury-bible,one,B,B,1.0,B,1.0,A,0.0,STUDIO,STUDIO,1.0,True,studio,1.0,True,studio,1.0,True,parallel,studio,type,singular,singular,"It was not the usual type of studio he is accustomed to, but certainly the most fascinating one Eugenio ever worked in, with the portraits of William of Malmesbury and other important monks on the windows watching him work!",223,1,92,94,1,28,34,1,20,24,64,72,1
29.0,"By default, acceleration profiles are averaged between the previous event's velocity estimate and the current one.",non-parallel,one,linguistic,,,event,,,velocity estimate,,,0.0,1.0,non-local,local,adj,https://www.x.org/wiki/Development/Documentation/PointerAcceleration/,one,B,B,1.0,B,1.0,A,0.0,VELOCITY ESTIMATE,ACCELERATION PROFILE,0.0,False,current one,0.0,False,previous event's velocity estimate,0.0,True,non-parallel,velocity estimate,event,singular,singular,"By default, acceleration profiles are averaged between the previous event's velocity estimate and the current one.",114,1,110,112,1,75,92,1,67,72,35,43,1
30.0,"Furthermore, restricted variants of logic programs, such as the ones established in this paper, can be directly implemented on top of SQL99-compliant relational databases.",Subset,ones,linguistic,,,logic programs,,,restricted variants ,,,0.0,1.0,local,non-local,det,http://www2003.org/cdrom/papers/refereed/p117/p117-grosof.html,ones,B,B,1.0,B,1.0,A,0.0,RESTRICTED VARIANTS,RESTRICTED VARIANTS OF LOGIC PROGRAMS,0.0,True,variants of logic programs,0.0,True,restricted variants of logic programs,0.0,True,parallel,restricted variants,logic programs,plural,plural,"Furthermore, restricted variants of logic programs, such as the ones established in this paper, can be directly implemented on top of SQL99-compliant relational databases.",171,1,64,67,1,12,31,1,35,49,52,29,0
31.0,"The server determines how many video commercials to insert, selects the proper in-points in the video stream for inserting the commercials, and selects the ones that match the user's interest profile and the content profile.",non-parallel,ones,linguistic,,,commercials,,,in-points,,,1.0,0.0,local,non-local,det,http://www10.org/cdrom/papers/405/,ones,A,A,1.0,A,1.0,A,1.0,COMMERCIALS,VIDEO COMMERCIALS,0.0,True,commercials,1.0,True,commercials,1.0,True,non-parallel,commercials,in-points,plural,plural,"The server determines how many video commercials to insert, selects the proper in-points in the video stream for inserting the commercials, and selects the ones that match the user's interest profile and the content profile.",224,1,156,159,2,126,137,1,78,87,30,78,1
32.0,"Don't forget that there are 30+ sites in the network and you get over 5,300 scenes with new ones added to the collection every day.",non-parallel,ones,linguistic,,,sites,,,scenes ,,,0.0,1.0,non-local,local,adj,https://www.pornsiteoffers.com/coupons/18eighteen-discount/,ones,B,B,1.0,B,1.0,A,0.0,SCENES,SCENES,1.0,True,scenes,1.0,True,collection,0.0,False,non-parallel,scenes,sites,plural,plural,"Don't forget that there are 30+ sites in the network and you get over 5,300 scenes with new ones added to the collection every day.",131,1,92,95,1,75,81,1,31,36,17,61,1
33.0,There are several extraction patterns which could be potentially used to characterize users' clippings such as the ones described in Section 3.2.,Subset,ones,linguistic,,,clippings,,,patterns,,,0.0,1.0,local,non-local,det,http://www2007.org/htmlpapers/paper702/,ones,B,B,1.0,A,0.0,A,0.0,PATTERNS,EXTRACTION PATTERNS,0.0,True,extraction patterns,0.0,True,extraction patterns,0.0,True,parallel,patterns,clippings,plural,plural,There are several extraction patterns which could be potentially used to characterize users' clippings such as the ones described in Section 3.2.,145,1,115,118,1,28,36,1,92,101,87,23,0
34.0,"For example, in our educational environment some simulators have user interfaces not fully compatible with the ones in the SimulNet components, where similar commands are accessed in different ways.",non-parallel,ones,linguistic,,,user interfaces,,,simulators,,,1.0,0.0,local,non-local,det,http://www10.org/cdrom/papers/106/,ones,A,A,1.0,A,1.0,A,1.0,USER INTERFACES,USER INTERFACES,1.0,True,user interfaces,1.0,True,SimulNet components,0.0,False,non-parallel,user interfaces,simulators,plural,plural,"For example, in our educational environment some simulators have user interfaces not fully compatible with the ones in the SimulNet components, where similar commands are accessed in different ways.",198,1,111,114,1,64,79,1,48,58,47,63,1
35.0,"When serving a document upon its request, if the document contains a hyperlink pointing to a replicated document, the DC-Apache system replaces the hyperlink in the document with the one generated at the service time, based on the global load information.",non-parallel,one,linguistic,,,document,,,hyperlink,,,0.0,1.0,local,non-local,det,http://www10.org/cdrom/papers/518/,one,B,B,1.0,B,1.0,A,0.0,HYPERLINK,HYPERLINK,1.0,True,hyperlink,1.0,True,The hyperlink,0.0,True,non-parallel,hyperlink,document,singular,singular,"When serving a document upon its request, if the document contains a hyperlink pointing to a replicated document, the DC-Apache system replaces the hyperlink in the document with the one generated at the service time, based on the global load information.",255,1,183,185,2,147,156,4,164,172,36,19,0
36.0,"For convenience, we shall refer to the entity providing content information as the ''feeder'' and the one injecting requests as the ''seeker''.",Subset,one,linguistic,,,entity,,,information,,,1.0,0.0,non-local,local,det,http://www10.org/cdrom/posters/p1109/index.htm,one,A,A,1.0,A,1.0,A,1.0,ENTITY,ENTITY INJECTING REQUESTS,0.0,False,seeker,0.0,False,the seeker,0.0,False,parallel,entity,information,singular,singular,"For convenience, we shall refer to the entity providing content information as the ''feeder'' and the one injecting requests as the ''seeker''.",143,1,102,104,1,38,44,1,63,74,64,39,0
37.0,The method of identifying the relationship amongst composite objects is the same as the one for primitive objects.,Subset,one,linguistic,,,relationship,,,method,,,0.0,1.0,local,non-local,det,http://www2003.org/cdrom/papers/poster/p307/WWW2003_Poster.html,one,B,B,1.0,B,1.0,A,0.0,METHOD,METHOD,1.0,True,method,1.0,True,the method of identifying the relationship amongst composite objects,0.0,True,parallel,method,relationship,singular,singular,The method of identifying the relationship amongst composite objects is the same as the one for primitive objects.,114,1,88,90,1,3,9,1,29,41,85,59,0
38.0,Electroacoustic mediation frequently takes the form of establishing a surrogate relationship (e.g. the stimulating companion of rush-hour radio) that substitutes for the real one which is lacking. ,Modifier Coordination,one,linguistic,,,relationship,,,companion,,,1.0,0.0,non-local,local,adj,https://www.sfu.ca/%7Etruax/models.html,one,A,A,1.0,A,1.0,A,1.0,RELATIONSHIP,RELATIONSHIP,1.0,True,relationship,1.0,True,real relationship,0.0,True,parallel,relationship,companion,singular,singular,Electroacoustic mediation frequently takes the form of establishing a surrogate relationship (e.g. the stimulating companion of rush-hour radio) that substitutes for the real one which is lacking. ,197,1,175,177,1,79,91,1,114,123,96,61,0
39.0,"But then, the group has a natural meaning - each symbol set has its own group and changing it means selecting a different one.",non-parallel,one,linguistic,,,set,,,group,,,0.0,1.0,non-local,local,adj,https://www.x.org/releases/current/doc/xorg-docs/input/XKB-Enhancing.html,one,B,A,0.0,A,0.0,A,0.0,GROUP,SYMBOL SET,0.0,False,group,1.0,True,symbol set,0.0,False,non-parallel,group,set,singular,singular,"But then, the group has a natural meaning - each symbol set has its own group and changing it means selecting a different one.",126,1,122,124,2,71,76,1,55,58,51,67,1
40.0,"Conservative columnist Ross Douthat suggested that many Trump supporters preferred ""the older narrative"" of U.S. history, the one that glorified Columbus, the Pilgrims, the Founding Fathers, Lewis and Clark, and Davy Crockett. ",non-parallel,one,linguistic,,,narrative,,,history,,,1.0,0.0,non-local,local,det,http://hnn.us/article/173554,one,A,A,1.0,A,1.0,A,1.0,NARRATIVE,NARRATIVE,1.0,True,older narrative,0.0,True,U.S. history,0.0,False,non-parallel,narrative,history,singular,singular,"Conservative columnist Ross Douthat suggested that many Trump supporters preferred ""the older narrative"" of U.S. history, the one that glorified Columbus, the Pilgrims, the Founding Fathers, Lewis and Clark, and Davy Crockett. ",227,1,126,128,1,93,102,1,112,119,33,14,0
41.0,"We understand that the decision to put your business online can be a daunting one and because of this we will work closely with you at every stage of the process, keeping you fully informed and involved.",Subset,one,linguistic,,,business,,,decision,,,0.0,1.0,local,non-local,adj,http://www.wbi.ie/,one,B,B,1.0,B,1.0,A,0.0,DECISION,DECISION,1.0,True,decision,1.0,True,decision,1.0,True,parallel,decision,business,singular,singular,"We understand that the decision to put your business online can be a daunting one and because of this we will work closely with you at every stage of the process, keeping you fully informed and involved.",203,1,78,80,1,22,30,1,43,51,56,35,0
42.0,"The Science Gallery Dublin and curatorial team welcome proposals that highlight, investigate and test these systems, or offer alternative ones for an uncertain future.",non-parallel,ones,linguistic,,,proposals,,,systems,,,0.0,1.0,non-local,local,adj,http://www.acw.ie/,ones,B,B,1.0,B,1.0,A,0.0,SYSTEMS,SYSTEMS,1.0,True,systems,1.0,True,alternative systems,0.0,True,non-parallel,systems,proposals,plural,plural,"The Science Gallery Dublin and curatorial team welcome proposals that highlight, investigate and test these systems, or offer alternative ones for an uncertain future.",167,1,138,141,1,107,114,1,54,63,31,84,1
43.0,"We use the same counting methodologies (see below) for almost every demonstration that takes place in Dublin, from huge anti water charges protests to smaller but still significant ones on a huge range of issues.",Modifier Coordination,ones,linguistic,,,methodologies,,,protests,,,0.0,1.0,non-local,local,adj,http://wsm.ie/media,ones,B,B,1.0,B,1.0,A,0.0,PROTESTS,DEMONSTRATIONS,0.0,False,protests,1.0,True,issues,0.0,False,parallel,protests,methodologies,plural,plural,"We use the same counting methodologies (see below) for almost every demonstration that takes place in Dublin, from huge anti water charges protests to smaller but still significant ones on a huge range of issues.",212,1,181,184,1,138,146,1,24,37,43,157,1
44.0,"Eighty years have passed since the publication in the pages of the Russian anarchist monthly Delo Truda of the Organizational Platform of the General Union of Anarchists (Draft), but the question of anarchist organization remains an open one even today, a question which sparks off ferocious debates with frightening ease.",Subset,one,linguistic,,,organization,,,question,,,0.0,1.0,local,non-local,adj,http://wsm.ie/pamphlet,one,B,B,1.0,B,1.0,A,0.0,QUESTION,QUESTION,1.0,True,question,1.0,True,Anarchist organization,0.0,False,parallel,question,organization,singular,singular,"Eighty years have passed since the publication in the pages of the Russian anarchist monthly Delo Truda of the Organizational Platform of the General Union of Anarchists (Draft), but the question of anarchist organization remains an open one even today, a question which sparks off ferocious debates with frightening ease.",322,1,238,240,1,186,194,1,208,220,52,30,0
