text_id,text,target,expected_answer,gpt_answer,correct
wsc-83,"Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time,  [target]  would be gone by this time.",[target],ADAM,ADAM,True
wsc-84,"Adam can't leave work here until Bob arrives to replace him. If Bob had left home for work on time,  [target]  would be here by this time.",[target],BOB,BOB,True
wsc-85,"If the con artist has succeeded in fooling Sam,  [target]  would have gotten a lot of money.",[target],THE CON ARTIST,THE CON ARTIST,True
wsc-86,"If the con artist has succeeded in fooling Sam,  [target]  would have lost a lot of money.",[target],SAM,THE CON ARTIST,False
wsc-87,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because  [target]  was hot.",[target],THE DOG,THE DOG,True
wsc-88,"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree, because  [target]  was cooler.",[target],THE SPOT UNDER THE TREE,THE SHADE,False
wsc-89,"The cat was lying by the mouse hole waiting for the mouse, but  [target]  was too impatient.",[target],THE CAT,THE CAT,True
wsc-90,"The cat was lying by the mouse hole waiting for the mouse, but  [target]  was too cautious.",[target],THE MOUSE,THE MOUSE,True
wsc-91,Anne gave birth to a daughter last month.  [target]  is a very charming woman.,[target],ANNE,ANNE'S DAUGHTER,False
wsc-92,Anne gave birth to a daughter last month.  [target]  is a very charming baby.,[target],ANNE'S DAUGHTER,THE DAUGHTER,False
wsc-93,"Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why  [target]  was behaving so strangely.",[target],ALICE,HER DAUGHTER,False
wsc-94,"Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why  [target]  was behaving so strangely.",[target],ALICE'S DAUGHTER,THE DAUGHTER,False
wsc-95,"I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know why  [target]  was, but he looked very unhappy.",[target],JIM,JIM,True
wsc-96,"I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know who  [target]  was, but he looked very unhappy.",[target],THE GUY IN UNIFORM,THE GUY IN A MILITARY UNIFORM,False
wsc-97,The fish ate the worm.  [target]  was hungry.,[target],THE FISH,THE FISH,True
wsc-98,The fish ate the worm.  [target]  was tasty.,[target],THE WORM,THE WORM,True
wsc-99,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get  [target]  in.",[target],THE KEY,THE KEY,True
wsc-100,"I was trying to open the lock with the key, but someone had filled the keyhole with chewing gum, and I couldn't get  [target]  out.",[target],THE CHEWING GUM,THE KEY,False
wsc-101,"The dog chased the cat, which ran up a tree.  [target]  waited at the bottom.",[target],THE DOG,THE DOG,True
wsc-102,"The dog chased the cat, which ran up a tree.  [target]  waited at the top.",[target],THE CAT,THE CAT,True
wsc-103,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get  [target]  removed.",[target],THE TREE,THE TREE,True
wsc-104,"In the storm, the tree fell down and crashed through the roof of my house. Now, I have to get  [target]  repaired.",[target],THE ROOF,THE ROOF,True
wsc-105,The customer walked into the bank and stabbed one of the tellers.  [target]  was immediately taken to the police station.,[target],THE CUSTOMER,THE CUSTOMER,True
wsc-106,The customer walked into the bank and stabbed one of the tellers.  [target]  was immediately taken to the hospital.,[target],THE TELLER,THE TELLER,True
wsc-107,John was doing research in the library when he heard a man humming and whistling.  [target]  was very annoyed.,[target],JOHN,JOHN,True
wsc-108,John was doing research in the library when he heard a man humming and whistling.  [target]  was very annoying.,[target],THE MAN,THE HUMMING AND WHISTLING,False
wsc-109,John was jogging through the park when he saw a man juggling watermelons.  [target]  was very impressed.,[target],JOHN,JOHN,True
wsc-110,John was jogging through the park when he saw a man juggling watermelons.  [target]  was very impressive.,[target],THE JUGGLER,THE MAN JUGGLING WATERMELONS,False
wsc-111,Bob collapsed on the sidewalk. Soon he saw Carl coming to help.  [target]  was very ill.,[target],BOB,BOB,True
wsc-112,Bob collapsed on the sidewalk. Soon he saw Carl coming to help.  [target]  was very concerned.,[target],CARL,CARL,True
wsc-113,"Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because  [target]  are fifteen.",[target],SAM AND AMY,SAM AND AMY,True
wsc-114,"Sam and Amy are passionately in love, but Amy's parents are unhappy about it, because  [target]  are snobs.",[target],AMY'S PARENTS,AMY'S PARENTS,True
wsc-115,"Mark told Pete many lies about himself, which Pete included in his book.  [target]  should have been more  truthful.",[target],MARK,MARK,True
wsc-116,"Mark told Pete many lies about himself, which Pete included in his book.  [target]  should have been more  skeptical.",[target],PETE,PETE,True
wsc-117,Joe has sold his house and bought a new one a few miles away. He will be moving out of  [target]  on Thursday.,[target],THE OLD HOUSE,HIS HOUSE,False
wsc-118,Joe has sold his house and bought a new one a few miles away. He will be moving into  [target]  on Thursday.,[target],THE NEW HOUSE,THE NEW ONE,False
wsc-119,Many people start to read Paul's books and can't put them down.  [target]  are gripped because Paul writes so well.,[target],PEOPLE,READERS,False
wsc-120,Many people start to read Paul's books and can't put them down.  [target]  are popular because Paul writes so well.,[target],PAUL'S BOOKS,PAUL'S BOOKS,True
wsc-121,Mary took out her flute and played one of her favorite pieces. She has had  [target]  since she was a child.,[target],THE FLUTE,HER FLUTE,False
wsc-122,Mary took out her flute and played one of her favorite pieces. She has loved  [target]  since she was a child.,[target],THE PIECE,THE FLUTE,False
wsc-123,"Sam pulled up a chair to the piano, but  [target]  was broken, so he had to stand instead.",[target],THE CHAIR,THE CHAIR,True
wsc-124,"Sam pulled up a chair to the piano, but  [target]  was broken, so he had to sing instead.",[target],THE PIANO,THE PIANO,True
wsc-125,"Since it was raining, I carried the newspaper in my backpack to keep  [target]  dry.",[target],THE NEWSPAPER,THE NEWSPAPER,True
wsc-126,"Since it was raining, I carried the newspaper over my backpack to keep  [target]  dry.",[target],THE BACKPACK,THE NEWSPAPER,False
wsc-127,Sara borrowed the book from the library because she needs it for an article she is working on. She reads  [target]  when she gets home from work.,[target],THE BOOK,THE BOOK,True
wsc-128,Sara borrowed the book from the library because she needs it for an article she is working on. She writes  [target]  when she gets home from work.,[target],THE ARTICLE,THE ARTICLE,True
wsc-129,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the tide knocked  [target]  down.",[target],THE SAND CASTLE,THE SAND CASTLE,True
wsc-130,"This morning, Joey built a sand castle on the beach, and put a toy flag in the highest tower, but this afternoon the wind knocked  [target]  down.",[target],THE FLAG,THE SAND CASTLE,False
wsc-131,"Jane knocked on Susan's door, but there was no answer.  [target]  was disappointed.",[target],JANE,JANE,True
wsc-132,"Jane knocked on Susan's door, but there was no answer.  [target]  was out.",[target],SUSAN,SUSAN,True
wsc-133,"Jane knocked on the door, and Susan answered it.  [target]  invited her to come out.",[target],JANE,SUSAN,False
wsc-134,"Jane knocked on the door, and Susan answered it.  [target]  invited her to come in.",[target],SUSAN,SUSAN,True
wsc-135,"Sam took French classes from Adam, because  [target]  was eager to speak it fluently.",[target],SAM,SAM,True
wsc-136,"Sam took French classes from Adam, because  [target]  was known to speak it fluently.",[target],ADAM,ADAM,True
wsc-137,"The path to the lake was blocked, so we couldn't use  [target] .",[target],THE PATH,THE PATH,True
wsc-138,"The path to the lake was blocked, so we couldn't reach  [target] .",[target],THE LAKE,THE LAKE,True
wsc-139,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started,  [target]  was out.",[target],THE SUN,THE SUN,True
wsc-140,"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started,  [target]  was gone.",[target],THE CLOUD,THE THICK CLOUD,False
wsc-141,"We went to the lake, because a shark had been seen at the ocean beach, so  [target]  was a safer place to swim.",[target],THE LAKE,THE LAKE,True
wsc-142,"We went to the lake, because a shark had been seen at the ocean beach, so  [target]  was a dangerous place to swim.",[target],THE OCEAN BEACH,THE LAKE,False
wsc-143,"Sam tried to paint a picture of shepherds with sheep, but  [target]  ended up looking more like golfers.",[target],THE SHEPHERDS,THE PICTure,False
wsc-144,"Sam tried to paint a picture of shepherds with sheep, but  [target]  ended up looking more like dogs.",[target],THE SHEEP,THE PICTure,False
wsc-145,"Mary tucked her daughter Anne into bed, so that  [target]  could work.",[target],MARY,MARY,True
wsc-146,"Mary tucked her daughter Anne into bed, so that  [target]  could sleep.",[target],MARY'S DAUGHTER,ANNE,False
wsc-147,"Fred and Alice had very warm down coats, but  [target]  were not prepared for the cold in Alaska.",[target],FRED AND ALICE,FRED AND ALICE,True
wsc-148,"Fred and Alice had very warm down coats, but  [target]  were not enough for the cold in Alaska.",[target],COATS,COATS,True
wsc-149,Thomson visited Cooper's grave in 1765. At that date  [target]  had been travelling for five years.,[target],THOMSON,COOPER,False
wsc-150,Thomson visited Cooper's grave in 1765. At that date  [target]  had been dead for five years.,[target],COOPER,COOPER,True
wsc-151,"Jackson was greatly influenced by Arnold, though  [target]  lived two centuries later.",[target],JACKSON,ARNOLD,False
wsc-152,"Jackson was greatly influenced by Arnold, though  [target]  lived two centuries earlier.",[target],ARNOLD,ARNOLD,True
wsc-153,I can't cut that tree down with that axe;  [target]  is too thick.,[target],THE TREE,THE TRUNK,False
wsc-154,I can't cut that tree down with that axe;  [target]  is too small.,[target],THE AXE,AXE,False
wsc-155,The foxes are getting in at night and attacking the chickens. I shall have to kill  [target] .,[target],THE FOXES,THE FOXES,True
wsc-156,The foxes are getting in at night and attacking the chickens. I shall have to guard  [target] .,[target],THE CHICKENS,THE CHICKENS,True
wsc-157,The foxes are getting in at night and attacking the chickens.  [target]  have gotten very bold.,[target],THE FOXES,THE FOXES,True
wsc-158,The foxes are getting in at night and attacking the chickens.  [target]  have gotten very nervous.,[target],THE CHICKENS,THE FARMERS,False
wsc-159,"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened  [target]  when the wind stopped.",[target],HIS EYES,HIS EYES,True
wsc-160,"Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered  [target]  when the wind stopped.",[target],HIS HANDS,HIS HANDS,True
wsc-161,"The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured  [target]  was too hard to pronounce.",[target],TERPSICHORE,TERPSICHORE,True
wsc-162,"The actress used to be named Terpsichore, but she changed it to Tina a few years ago, because she figured  [target]  was easier to pronounce.",[target],TINA,TINA,True
wsc-163,Fred watched TV while George went out to buy groceries. After an hour  [target]  got up.,[target],FRED,FRED,True
wsc-164,Fred watched TV while George went out to buy groceries. After an hour  [target]  got back.,[target],GEORGE,GEORGE,True
wsc-165,"Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned  [target]  on.",[target],THE DISHWASHER,THE DISHWASHER,True
wsc-166,"Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned  [target]  off.",[target],THE TV,THE TV,True
wsc-167,Fred is the only man still alive who remembers my great-grandfather.  [target]  is a remarkable man.,[target],FRED,FRED,True
wsc-168,Fred is the only man still alive who remembers my great-grandfather.  [target]  was a remarkable man.,[target],MY GREAT-GRANDFATHER,FRED,False
wsc-169,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,  [target]  was twelve years old.",[target],FRED,MY FATHER,False
wsc-170,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,  [target]  was twelve months old.",[target],MY FATHER,MY FATHER,True
wsc-171,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger,  [target]  were defeated within weeks.",[target],KAMCHATKA,KAMTCHATKA,False
wsc-172,"In July, Kamtchatka declared war on Yakutsk. Since Yakutsk's army was much better equipped and ten times larger,  [target]  were victorious within weeks.",[target],YAKUTSK,YAKUTSK'S ARMY,False
wsc-173,Look! There is a minnow swimming right below that duck!  [target]  had better get away to safety fast!,[target],THE MINNOW,THE MINNOW,True
wsc-174,Look! There is a shark swimming right below that duck!  [target]  had better get away to safety fast!,[target],THE DUCK,THE DUCK,True
wsc-175,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago.  [target]  hunted for evidence on the river banks.",[target],ARCHAEOLOGISTS,HUMANS,False
wsc-176,"Archaeologists have concluded that humans lived in Laputa 20,000 years ago.  [target]  hunted for deer on the river banks.",[target],PREHISTORIC HUMANS,HUMANS,False
wsc-177,The scientists are studying three species of fish that have recently been found living in the Indian Ocean.  [target]  began two years ago.,[target],THE SCIENTISTS,THE RESEARCH,False
wsc-178,The scientists are studying three species of fish that have recently been found living in the Indian Ocean.  [target]  appeared two years ago.,[target],THE FISH,SPECIES OF FISH,False
wsc-179,"The journalists interviewed the stars of the new movie.  [target]  were very persistent, so the interview lasted for a long time.",[target],THE JOURNALISTS,THE JOURNALISTS,True
wsc-180,"The journalists interviewed the stars of the new movie.  [target]  were very cooperative, so the interview lasted for a long time.",[target],THE STARS,THE STARS,True
wsc-181,The police arrested all of the gang members.  [target]  were trying to stop the drug trade in the neighborhood.,[target],THE POLICE,THE POLICE,True
wsc-182,The police arrested all of the gang members.  [target]  were trying to run the drug trade in the neighborhood.,[target],THE GANG MEMBERS,THE GANG MEMBERS,True
wsc-183,I put the cake away in the refrigerator.  [target]  has a lot of butter in it.,[target],THE CAKE,THE CAKE,True
wsc-184,I put the cake away in the refrigerator.  [target]  has a lot of leftovers in it.,[target],THE REFRIGERATOR,THE REFRIGERATOR,True
wsc-185,Sam broke both his ankles and he's walking with crutches. But a month or so from now  [target]  should be better.,[target],THE ANKLES,SAM,False
wsc-186,Sam broke both his ankles and he's walking with crutches. But a month or so from now  [target]  should be unnecessary.,[target],THE CRUTCHES,CRUTCHES,False
wsc-187,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents.  [target]  were very much in the minority.",[target],THE SPONSORS,THE SPONSORS OF THE BILL,False
wsc-188,"When the sponsors of the bill got to the town hall, they were surprised to find that the room was full of opponents.  [target]  were very much in the majority.",[target],THE OPPONENTS,OPPONENTS,False
wsc-189,"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make more of  [target] .",[target],THE OATMEAL COOKIES,OATMEAL COOKIES,False
wsc-190,"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of  [target] .",[target],THE CHOCOLATE CHIP COOKIES,CHOCOLATE CHIP COOKIES,False
wsc-191,"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply not enough of  [target] .",[target],COPIES OF THE NEWSLETTER,COPIES,False
wsc-192,"We had hoped to place copies of our newsletter on all the chairs in the auditorium, but there were simply too many of  [target] .",[target],CHAIRS,THE ATTENDEES,False
wsc-193,"I stuck a pin through a carrot. When I pulled the pin out,  [target]  left a hole.",[target],THE PIN,THE PIN,True
wsc-194,"I stuck a pin through a carrot. When I pulled the pin out,  [target]  had a hole.",[target],THE CARROT,THE CARROT,True
wsc-195,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because  [target]  got full of coffee.",[target],THE PEN,MY PEN,False
wsc-196,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because  [target]  got full of ink.",[target],THE COFFEE,MY COFFEE,False
wsc-197,Steve follows Fred's example in everything.  [target]  admires him hugely.,[target],STEVE,STEVE,True
wsc-198,Steve follows Fred's example in everything.  [target]  influences him hugely.,[target],FRED,FRED'S EXAMPLE,False
wsc-199,The table won't fit through the doorway because  [target]  is too wide.,[target],THE TABLE,THE TABLE,True
wsc-200,The table won't fit through the doorway because  [target]  is too narrow.,[target],THE DOORWAY,THE DOORWAY,True
wsc-201,Grace was happy to trade me her sweater for my jacket. She thinks  [target]  looks dowdy on her.,[target],THE SWEATER,THE SWEATER,True
wsc-202,Grace was happy to trade me her sweater for my jacket. She thinks  [target]  looks great on her.,[target],THE JACKET,THE SWEATER,False
wsc-203,John hired Bill to take care of  [target] .,[target],JOHN,THE JOB,False
wsc-204,John hired himself out to Bill to take care of  [target] .,[target],BILL,BILL,True
wsc-205,"John promised Bill to leave, so an hour later  [target]  left.",[target],JOHN,JOHN,True
wsc-206,"John ordered Bill to leave, so an hour later  [target]  left.",[target],BILL,BILL,True
wsc-207,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties  [target]  faced in his research.,[target],GOODMAN,XENOPHANES,False
wsc-208,Sam Goodman's biography of the Spartan general Xenophanes conveys a vivid sense of the difficulties  [target]  faced in his childhood.,[target],XENOPHANES,XENOPHANES,True
wsc-209,"Emma's mother had died long ago, and  [target]  education had been managed by an excellent woman as governess.",[target],EMMA,EMMA,True
wsc-210,"Emma's mother had died long ago, and  [target]  place had been taken by an excellent woman as governess.",[target],EMMA'S MOTHER,HER,False
wsc-211,Jane knocked on Susan's door but  [target]  did not get an answer.,[target],JANE,JANE,True
wsc-212,Jane knocked on Susan's door but  [target]  did not answer.,[target],SUSAN,SUSAN,True
wsc-213,Joe paid the detective after  [target]  received the final report on the case.,[target],JOE,THE DETECTIVE,False
wsc-214,Joe paid the detective after  [target]  delivered the final report on the case.,[target],THE DETECTIVE,THE DETECTIVE,True
wsc-215,"Beth didn't get angry with Sally, who had cut her off, because  [target]  stopped and counted to ten.",[target],BETH,SALLY,False
wsc-216,"Beth didn't get angry with Sally, who had cut her off, because  [target]  stopped and apologized.",[target],SALLY,SALLY,True
wsc-217,Jim signaled the barman and gestured toward  [target]  empty glass,[target],JIM,THE,False
wsc-218,Jim signaled the barman and gestured toward  [target]  bathroom key.,[target],THE BARMAN,THE,False
wsc-219,"Dan took the rear seat while Bill claimed the front because  [target]  ""Dibs!"" was slow.",[target],DAN,BILL,False
wsc-220,"Dan took the rear seat while Bill claimed the front because  [target]  ""Dibs!"" was quicker.",[target],BILL,BILL,True
wsc-221,"Tom said ""Check"" to Ralph as he moved  [target]  bishop.",[target],TOM,THE,False
wsc-222,"Tom said ""Check"" to Ralph as he took  [target]  bishop.",[target],RALPH,THE,False
wsc-223,"As Andrea in the crop duster passed over Susan,  [target]  could see the landing strip.",[target],ANDREA,SUSAN,False
wsc-224,"As Andrea in the crop duster passed over Susan,  [target]  could see the landing gear.",[target],SUSAN,SUSAN,True
wsc-225,Tom gave Ralph a lift to school so  [target]  wouldn't have to drive alone.,[target],TOM,RALPH,False
wsc-226,Tom gave Ralph a lift to school so  [target]  wouldn't have to walk.,[target],RALPH,RALPH,True
wsc-227,Bill passed the half-empty plate to John because  [target]  was full.,[target],BILL,THE PLATE,False
wsc-228,Bill passed the half-empty plate to John because  [target]  was hungry.,[target],JOHN,JOHN,True
wsc-229,Bill passed the gameboy to John because  [target]  turn was over.,[target],BILL,BILL,True
wsc-230,Bill passed the gameboy to John because  [target]  turn was next.,[target],JOHN,JOHN,True
wsc-231,The man lifted the boy onto  [target]  shoulders.,[target],THE MAN,THE MAN'S,False
